Datetime,Taker Buy Sell Ratio
2023-08-27T00:00:00Z,1.04832473
2023-08-26T00:00:00Z,0.94004086
2023-08-25T00:00:00Z,1.03404367
2023-08-24T00:00:00Z,0.99423445
2023-08-23T00:00:00Z,1.04257313
2023-08-22T00:00:00Z,0.94723361
2023-08-21T00:00:00Z,0.95251281
2023-08-20T00:00:00Z,0.95008035
2023-08-19T00:00:00Z,0.93557746
2023-08-18T00:00:00Z,0.97517123
2023-08-17T00:00:00Z,0.88221918
2023-08-16T00:00:00Z,0.91555752
2023-08-15T00:00:00Z,0.83459749
2023-08-14T00:00:00Z,0.98611575
2023-08-13T00:00:00Z,0.97794892
2023-08-12T00:00:00Z,0.99517335
2023-08-11T00:00:00Z,0.94661373
2023-08-10T00:00:00Z,0.96687808
2023-08-09T00:00:00Z,1.0271356
2023-08-08T00:00:00Z,1.06560858
2023-08-07T00:00:00Z,0.97961534
2023-08-06T00:00:00Z,0.95402043
2023-08-05T00:00:00Z,1.01417533
2023-08-04T00:00:00Z,0.99755909
2023-08-03T00:00:00Z,0.97440211
2023-08-02T00:00:00Z,0.92815758
2023-08-01T00:00:00Z,0.98884646
2023-07-31T00:00:00Z,0.96938121
2023-07-30T00:00:00Z,0.94383927
2023-07-29T00:00:00Z,1.06271295
2023-07-28T00:00:00Z,1.03566927
2023-07-27T00:00:00Z,0.97274622
2023-07-26T00:00:00Z,1.0655784
2023-07-25T00:00:00Z,1.01454306
2023-07-24T00:00:00Z,0.89876227
2023-07-23T00:00:00Z,1.05288151
2023-07-22T00:00:00Z,0.87281354
2023-07-21T00:00:00Z,0.95166742
2023-07-20T00:00:00Z,0.98451778
2023-07-19T00:00:00Z,0.98580964
2023-07-18T00:00:00Z,0.94439301
2023-07-17T00:00:00Z,0.96037494
2023-07-16T00:00:00Z,0.97723805
